TreeID,qSpecies,type,qAddress,SiteOrder,qSiteInfo,PlantDate,year,DBH,Latitude,Longitude
39589,Archontophoenix cunninghamiana :: King Palm,palm,1108 Rhode Island St,1,Sidewalk: Curb side : Cutout,12/29/98,1998,8,37.75583411,-122.4018195
36678,Arecastrum romanzoffianum :: Queen Palm,palm,99X ALBION ST,2,Sidewalk: Curb side : Cutout,5/22/98,1998,16,37.76565186,-122.4231995
36677,Arecastrum romanzoffianum :: Queen Palm,palm,99X ALBION ST,5,Sidewalk: Curb side : Cutout,5/22/98,1998,16,37.76565186,-122.4231995
97103,Arecastrum romanzoffianum :: Queen Palm,palm,882 York St,1,Sidewalk: Curb side : Cutout,4/27/07,2007,14,37.75792374,-122.4087309
82202,Arecastrum romanzoffianum :: Queen Palm,palm,3170-3172 25th St,1,Sidewalk: Curb side : Cutout,1/8/08,2008,10,37.75101124,-122.4133106
120514,Arecastrum romanzoffianum :: Queen Palm,palm,888 Brannan St,9,Sidewalk: Curb side : Cutout,1/5/17,2017,3,37.77199994,-122.4052722
110980,Brahea edulis :: Guadalupe Palm,palm,1245 Alabama St,2,Sidewalk: Curb side : Cutout,7/3/18,2018,3,37.75198892,-122.4107541
88563,Caryota maxima 'Himalaya' :: Himalayan Fishtail Palm,palm,2100 Bay St,2,Sidewalk: Curb side : Cutout,7/25/08,2008,14,37.80208546,-122.4418366
639,Chamaerops humilis :: Mediterranean Fan Palm,palm,3203 24th St,3,Sidewalk: Curb side : Cutout,4/1/91,1991,18,37.75228421,-122.4166028
27652,Chamaerops humilis :: Mediterranean Fan Palm,palm,2830 Sloat Blvd,1,Median : Cutout,6/6/99,1999,12,37.7356291,-122.5045407
16245,Chamaerops humilis :: Mediterranean Fan Palm,palm,601X Monterey Blvd,1,Median : Cutout,2/2/03,2003,12,37.73154558,-122.4494033
16311,Chamaerops humilis :: Mediterranean Fan Palm,palm,700X Monterey Blvd,3,Median : Cutout,2/2/03,2003,3,37.73153217,-122.4515203
29708,Chamaerops humilis :: Mediterranean Fan Palm,palm,1534X Guerrero St,3,Median : Cutout,3/30/06,2006,6,37.74668575,-122.4223363
29707,Chamaerops humilis :: Mediterranean Fan Palm,palm,1594X Guerrero St,2,Median : Cutout,3/30/06,2006,3,37.74578548,-122.4222463
29706,Chamaerops humilis :: Mediterranean Fan Palm,palm,1594X Guerrero St,1,Median : Cutout,3/30/06,2006,3,37.74576048,-122.4222511
54528,Cordyline australis :: Dracena Palm,palm,4650 Balboa St,1,Sidewalk: Curb side : Cutout,7/31/72,1972,21,37.77526946,-122.5089068
54767,Cordyline australis :: Dracena Palm,palm,198 Nueva Ave,1,Sidewalk: Curb side : Cutout,8/9/72,1972,7,37.71132839,-122.397397
57250,Cordyline australis :: Dracena Palm,palm,115 Athens St,1,Sidewalk: Curb side : Cutout,1/10/75,1975,12,37.72602197,-122.4250402
62589,Cordyline australis :: Dracena Palm,palm,3608 Balboa St,1,Sidewalk: Curb side : Cutout,2/7/86,1986,5,37.77577929,-122.4975876
65606,Cordyline australis :: Dracena Palm,palm,142 Maynard St,1,Sidewalk: Curb side : Cutout,2/6/90,1990,47,37.72927979,-122.4272909
37118,Cordyline australis :: Dracena Palm,palm,4542 Irving St,2,Sidewalk: Curb side : Cutout,6/1/98,1998,3,37.76232329,-122.5069127
38343,Cordyline australis :: Dracena Palm,palm,1642 45th Ave,1,Sidewalk: Curb side : Cutout,7/29/98,1998,6,37.7559419,-122.5044579
38375,Cordyline australis :: Dracena Palm,palm,3809 Noriega St,1,Sidewalk: Curb side : Cutout,8/3/98,1998,2,37.75289716,-122.5045826
41215,Cordyline australis :: Dracena Palm,palm,1410 Jefferson St,1,Sidewalk: Curb side : Cutout,11/30/99,1999,3,37.80574217,-122.4358104
48773,Cordyline australis :: Dracena Palm,palm,7777 Geary Blvd,1,Sidewalk: Curb side : Cutout,10/22/02,2002,20,37.77914986,-122.5028242
51296,Cordyline australis :: Dracena Palm,palm,400 Kansas St,2,Sidewalk: Curb side : Cutout,9/2/04,2004,6,37.76446053,-122.4036176
29709,Cordyline australis :: Dracena Palm,palm,1594X Guerrero St,4,Median : Cutout,3/30/06,2006,6,37.74588167,-122.4222597
53009,Cordyline australis :: Dracena Palm,palm,3560 JEFFERSON Baker St,3,Sidewalk: Curb side : Cutout,8/23/06,2006,38,37.80410622,-122.4469593
29982,Cordyline australis :: Dracena Palm,palm,1622X Guerrero St,3,Median : Cutout,3/24/07,2007,3,37.74525743,-122.4222159
29981,Cordyline australis :: Dracena Palm,palm,1622X Guerrero St,2,Median : Cutout,3/24/07,2007,3,37.74522954,-122.4222183
29993,Cordyline australis :: Dracena Palm,palm,681X San Jose Ave,8,Median : Cutout,3/24/07,2007,3,37.74483422,-122.4223472
29994,Cordyline australis :: Dracena Palm,palm,681X San Jose Ave,9,Median : Cutout,3/24/07,2007,3,37.74485635,-122.4223387
81429,Cordyline australis :: Dracena Palm,palm,1307-1307 48th Ave,1,Sidewalk: Curb side : Cutout,1/24/08,2008,2,37.76196782,-122.5082604
89494,Cordyline australis :: Dracena Palm,palm,4424 Anza St,1,Sidewalk: Curb side : Cutout,3/26/08,2008,3,37.77773367,-122.4957963
89517,Cordyline australis :: Dracena Palm,palm,4800X Anza St,1,Sidewalk: Curb side : Cutout,3/26/08,2008,3,37.77754785,-122.4998283
89523,Cordyline australis :: Dracena Palm,palm,4840X Anza St,2,Sidewalk: Curb side : Cutout,3/26/08,2008,3,37.77752291,-122.5003625
89537,Cordyline australis :: Dracena Palm,palm,5200 Anza St,2,Sidewalk: Curb side : Cutout,3/26/08,2008,3,37.77735749,-122.5040753
89536,Cordyline australis :: Dracena Palm,palm,5200 Anza St,1,Sidewalk: Curb side : Cutout,3/26/08,2008,3,37.77735929,-122.5040108
89542,Cordyline australis :: Dracena Palm,palm,5300X Anza St,2,Sidewalk: Curb side : Cutout,3/26/08,2008,3,37.77730417,-122.5052268
89570,Cordyline australis :: Dracena Palm,palm,4935 Anza St,1,Sidewalk: Curb side : Cutout,3/27/08,2008,3,37.77733252,-122.5013056
89568,Cordyline australis :: Dracena Palm,palm,4939 Anza St,1,Sidewalk: Curb side : Cutout,3/27/08,2008,3,37.77736059,-122.5010791
89567,Cordyline australis :: Dracena Palm,palm,4949X Anza St,1,Sidewalk: Curb side : Cutout,3/27/08,2008,3,37.77735577,-122.501182
89561,Cordyline australis :: Dracena Palm,palm,5033 Anza St,1,Sidewalk: Curb side : Cutout,3/27/08,2008,3,37.77731367,-122.5020907
89549,Cordyline australis :: Dracena Palm,palm,5601 Anza St,2,Sidewalk: Curb side : Cutout,3/27/08,2008,3,37.77700759,-122.5085059
92418,Cordyline australis :: Dracena Palm,palm,1242 38th Ave,1,Sidewalk: Curb side : Cutout,7/29/09,2009,3,37.76372021,-122.4974864
46970,Cordyline australis :: Dracena Palm,palm,1682 44th Ave,1,Sidewalk: Curb side : Cutout,12/9/10,2010,3,37.75528771,-122.5033402
31944,Cordyline australis :: Dracena Palm,palm,4739X Irving St,2,Sidewalk: Curb side : Cutout,1/25/11,2011,3,37.76208558,-122.508925
73619,Cordyline australis :: Dracena Palm,palm,3743-3743 Balboa St,1,Sidewalk: Curb side : Cutout,8/22/11,2011,8,37.77555555,-122.4990974
54955,Cordyline australis :: Dracena Palm,palm,1559 44th Ave,1,Sidewalk: Curb side : Cutout,9/18/12,2012,2,37.75757164,-122.5036533
35004,Cordyline australis :: Dracena Palm,palm,3512 Balboa St,2,Sidewalk: Curb side : Cutout,4/1/13,2013,3,37.77582945,-122.4964946
104238,Cordyline australis :: Dracena Palm,palm,169 Delta St,1,Sidewalk: Curb side : Cutout,9/10/13,2013,3,37.71618613,-122.4081021
104239,Cordyline australis :: Dracena Palm,palm,169 Delta St,2,Sidewalk: Curb side : Cutout,9/10/13,2013,13,37.71622134,-122.4080851
103416,Cordyline australis :: Dracena Palm,palm,1500 Ulloa St,5,Sidewalk: Curb side : Cutout,12/29/14,2014,3,37.74139954,-122.4723695
108600,Cordyline australis :: Dracena Palm,palm,47 Manchester St,2,Sidewalk: Curb side : Cutout,12/29/14,2014,3,37.7459832,-122.4141888
109272,Cordyline australis :: Dracena Palm,palm,93X Inverness Dr,1,Sidewalk: Curb side : Cutout,2/5/15,2015,3,37.73334926,-122.4828204
122626,Cordyline australis :: Dracena Palm,palm,330 Country Club Dr,1,Sidewalk: Property side : Cutout,11/15/16,2016,3,37.73300093,-122.4956005
253127,Cordyline australis :: Dracena Palm,palm,1639 45th Ave,1,Sidewalk: Curb side : Cutout,7/20/17,2017,3,37.75600282,-122.5046115
203654,Cordyline australis :: Dracena Palm,palm,42 Mangels Ave,5,Sidewalk: Property side : Yard,8/14/17,2017,3,37.73315228,-122.4386823
208471,Cordyline australis :: Dracena Palm,palm,1175 Kirkham St,1,Sidewalk: Curb side : Cutout,8/23/17,2017,3,37.75989512,-122.4735278
254537,Cordyline australis :: Dracena Palm,palm,737 Buena Vista Ave West,3,Front Yard : Yard,2/27/18,2018,3,37.76804925,-122.443608
253426,Cordyline australis :: Dracena Palm,palm,2 09th Ave,4,Sidewalk: Curb side : Cutout,3/27/18,2018,3,37.78669472,-122.4677265
182904,Cordyline australis :: Dracena Palm,palm,2958 Sloat Blvd,1,Sidewalk: Curb side : Cutout,1/7/19,2019,3,37.73562559,-122.5057461
258210,Cordyline australis :: Dracena Palm,palm,1847 43rd Ave,,Sidewalk: Curb side : Cutout,4/17/19,2019,3,37.75222364,-122.5021985
258507,Cordyline australis :: Dracena Palm,palm,1929 48th Ave,,Sidewalk: Curb side : Cutout,5/24/19,2019,3,37.75044392,-122.5074467
261531,Cordyline australis :: Dracena Palm,palm,601 44th Ave,2,Sidewalk: Curb side : Cutout,1/16/20,2020,3,37.77698955,-122.5050158
107439,Howea forsteriana :: Kentia Palm,palm,2770 Green St,1,Sidewalk: Curb side : Cutout,9/8/14,2014,3,37.79503339,-122.4446512
113076,Howea forsteriana :: Kentia Palm,palm,3456 Baker St,2,Sidewalk: Curb side : Cutout,12/14/15,2015,6,37.80295414,-122.4467419
50001,Palm (unknown Genus) :: Palm Spp,palm,1101X 19th St,4,Sidewalk: Curb side : Cutout,7/25/03,2003,12,37.76141633,-122.3934961
5446,Phoenix canariensis :: Canary Island Date Palm,palm,500X Dolores St,14,Median : Cutout,3/20/90,1990,90,37.76141276,-122.4261813
25500,Phoenix canariensis :: Canary Island Date Palm,palm,1745X Market St,5,Median : Cutout,4/1/93,1993,24,37.77240684,-122.4227718
25503,Phoenix canariensis :: Canary Island Date Palm,palm,1900X Market St,3,Median : Cutout,4/1/93,1993,36,37.77024805,-122.4254818
25501,Phoenix canariensis :: Canary Island Date Palm,palm,1900X Market St,1,Median : Cutout,4/1/93,1993,36,37.77035002,-122.4253557
25507,Phoenix canariensis :: Canary Island Date Palm,palm,1998X Market St,7,Median : Cutout,4/1/93,1993,36,37.76966341,-122.4263625
25519,Phoenix canariensis :: Canary Island Date Palm,palm,2100X Market St,6,Median : Cutout,4/1/93,1993,36,37.76681705,-122.4297887
25516,Phoenix canariensis :: Canary Island Date Palm,palm,2190X Market St,3,Median : Cutout,4/1/93,1993,36,37.76624732,-122.4305194
25537,Phoenix canariensis :: Canary Island Date Palm,palm,2200X Market St,3,Median : Cutout,4/1/93,1993,36,37.76522364,-122.4318009
25539,Phoenix canariensis :: Canary Island Date Palm,palm,2200X Market St,5,Median : Cutout,4/1/93,1993,36,37.76504358,-122.4320389
25540,Phoenix canariensis :: Canary Island Date Palm,palm,2200X Market St,6,Median : Cutout,4/1/93,1993,36,37.76498181,-122.4321136
25530,Phoenix canariensis :: Canary Island Date Palm,palm,2300X Market St,5,Median : Cutout,4/1/93,1993,36,37.7635127,-122.4339696
25534,Phoenix canariensis :: Canary Island Date Palm,palm,2300X Market St,9,Median : Cutout,4/1/93,1993,36,37.76325553,-122.4343117
25527,Phoenix canariensis :: Canary Island Date Palm,palm,2300X Market St,2,Median : Cutout,4/1/93,1993,36,37.76371934,-122.4337367
27852,Phoenix canariensis :: Canary Island Date Palm,palm,100 The Embarcadero,7,Median : Cutout,7/15/94,1994,12,37.78053754,-122.3888809
27845,Phoenix canariensis :: Canary Island Date Palm,palm,280 The Embarcadero,6,Median : Cutout,7/15/94,1994,36,37.79748662,-122.3958332
27842,Phoenix canariensis :: Canary Island Date Palm,palm,280 The Embarcadero,3,Median : Cutout,7/15/94,1994,36,37.79748662,-122.3958332
27827,Phoenix canariensis :: Canary Island Date Palm,palm,280 The Embarcadero,1,Median : Cutout,7/15/94,1994,36,37.79748662,-122.3958332
27841,Phoenix canariensis :: Canary Island Date Palm,palm,280 The Embarcadero,2,Median : Cutout,7/15/94,1994,36,37.79748662,-122.3958332
27846,Phoenix canariensis :: Canary Island Date Palm,palm,280 The Embarcadero,7,Median : Cutout,7/15/94,1994,36,37.79748662,-122.3958332
25731,Phoenix canariensis :: Canary Island Date Palm,palm,501X The Embarcadero,1,Median : Cutout,8/15/96,1996,16,37.79918023,-122.397766
25744,Phoenix canariensis :: Canary Island Date Palm,palm,801X The Embarcadero,9,Median : Cutout,8/15/96,1996,24,37.80207103,-122.4004557
25738,Phoenix canariensis :: Canary Island Date Palm,palm,801X The Embarcadero,3,Median : Cutout,8/15/96,1996,24,37.80207103,-122.4004557
25745,Phoenix canariensis :: Canary Island Date Palm,palm,801X The Embarcadero,10,Median : Cutout,8/15/96,1996,24,37.80207103,-122.4004557
25747,Phoenix canariensis :: Canary Island Date Palm,palm,1101X The Embarcadero,2,Median : Cutout,8/30/96,1996,36,37.80402286,-122.4020604
25802,Phoenix canariensis :: Canary Island Date Palm,palm,1300X The Embarcadero,4,Median : Cutout,8/30/96,1996,36,37.80608845,-122.4043754
25801,Phoenix canariensis :: Canary Island Date Palm,palm,1300X The Embarcadero,3,Median : Cutout,8/30/96,1996,36,37.80608845,-122.4043754
25748,Phoenix canariensis :: Canary Island Date Palm,palm,1301X The Embarcadero,1,Median : Cutout,8/30/96,1996,36,37.80585432,-122.404737
25749,Phoenix canariensis :: Canary Island Date Palm,palm,1301X The Embarcadero,2,Median : Cutout,8/30/96,1996,36,37.80585432,-122.404737
25783,Phoenix canariensis :: Canary Island Date Palm,palm,500X The Embarcadero,2,Median : Cutout,8/30/96,1996,36,37.79722323,-122.3958078
25793,Phoenix canariensis :: Canary Island Date Palm,palm,800X The Embarcadero,7,Median : Cutout,8/30/96,1996,36,37.80219354,-122.40036
25787,Phoenix canariensis :: Canary Island Date Palm,palm,800X The Embarcadero,1,Median : Cutout,8/30/96,1996,36,37.80375563,-122.4017479
25792,Phoenix canariensis :: Canary Island Date Palm,palm,800X The Embarcadero,6,Median : Cutout,8/30/96,1996,36,37.80239814,-122.4005366
25788,Phoenix canariensis :: Canary Island Date Palm,palm,800X The Embarcadero,2,Median : Cutout,8/30/96,1996,36,37.8035371,-122.4015484
26535,Phoenix canariensis :: Canary Island Date Palm,palm,198 Dolores St,15,Median : Cutout,6/23/97,1997,70,37.76624081,-122.4266243
26536,Phoenix canariensis :: Canary Island Date Palm,palm,794X Dolores St,3,Median : Cutout,6/23/97,1997,50,37.75665437,-122.4257503
27784,Phoenix canariensis :: Canary Island Date Palm,palm,399X The Embarcadero,7,Median : Cutout,12/1/00,2000,20,37.79825983,-122.3970765
27780,Phoenix canariensis :: Canary Island Date Palm,palm,399X The Embarcadero,3,Median : Cutout,12/1/00,2000,24,37.79825983,-122.3970765
27766,Phoenix canariensis :: Canary Island Date Palm,palm,399X The Embarcadero,1,Median : Cutout,12/1/00,2000,24,37.79825983,-122.3970765
27782,Phoenix canariensis :: Canary Island Date Palm,palm,399X The Embarcadero,5,Median : Cutout,12/1/00,2000,24,37.79825983,-122.3970765
26030,Phoenix canariensis :: Canary Island Date Palm,palm,450X The Embarcadero,2,Median : Cutout,12/1/00,2000,36,37.79615925,-122.395049
26028,Phoenix canariensis :: Canary Island Date Palm,palm,599X The Embarcadero,4,Median : Cutout,12/1/00,2000,36,37.8008488,-122.3992317
26025,Phoenix canariensis :: Canary Island Date Palm,palm,599X The Embarcadero,1,Median : Cutout,12/1/00,2000,36,37.8008488,-122.3992317
26022,Phoenix canariensis :: Canary Island Date Palm,palm,899X The Embarcadero,6,Median : Cutout,12/1/00,2000,36,37.80266991,-122.4009854
26021,Phoenix canariensis :: Canary Island Date Palm,palm,899X The Embarcadero,5,Median : Cutout,12/1/00,2000,36,37.80266991,-122.4009854
25683,Phoenix canariensis :: Canary Island Date Palm,palm,100 The Embarcadero,1,Median : Cutout,12/18/00,2000,12,37.78156442,-122.3884113
25679,Phoenix canariensis :: Canary Island Date Palm,palm,350X The Embarcadero,3,Median : Cutout,12/18/00,2000,36,37.79806025,-122.3963595
25677,Phoenix canariensis :: Canary Island Date Palm,palm,350X The Embarcadero,1,Median : Cutout,12/18/00,2000,36,37.79806025,-122.3963595
25672,Phoenix canariensis :: Canary Island Date Palm,palm,450X The Embarcadero,5,Median : Cutout,12/18/00,2000,36,37.79645194,-122.3953131
25647,Phoenix canariensis :: Canary Island Date Palm,palm,550X The Embarcadero,5,Median : Cutout,12/18/00,2000,36,37.8001865,-122.3982208
25635,Phoenix canariensis :: Canary Island Date Palm,palm,650X The Embarcadero,4,Median : Cutout,12/18/00,2000,36,37.80136339,-122.3992754
25628,Phoenix canariensis :: Canary Island Date Palm,palm,650 The Embarcadero,1,Sidewalk: Curb side : Cutout,12/18/00,2000,12,37.79637551,-122.3954572
27870,Phoenix canariensis :: Canary Island Date Palm,palm,800 The Embarcadero,5,Median : Cutout,1/31/01,2001,24,37.79282941,-122.3914847
27943,Phoenix canariensis :: Canary Island Date Palm,palm,699 The Embarcadero,4,Median : Cutout,2/1/01,2001,24,37.80144464,-122.3999017
27934,Phoenix canariensis :: Canary Island Date Palm,palm,799 The Embarcadero,6,Median : Cutout,2/1/01,2001,24,37.8020588,-122.4004449
27932,Phoenix canariensis :: Canary Island Date Palm,palm,799 The Embarcadero,4,Median : Cutout,2/1/01,2001,24,37.8020588,-122.4004449
27929,Phoenix canariensis :: Canary Island Date Palm,palm,799 The Embarcadero,1,Median : Cutout,2/1/01,2001,24,37.8020588,-122.4004449
27946,Phoenix canariensis :: Canary Island Date Palm,palm,999 The Embarcadero,3,Median : Cutout,2/1/01,2001,24,37.80328406,-122.4015285
27945,Phoenix canariensis :: Canary Island Date Palm,palm,999 The Embarcadero,2,Median : Cutout,2/1/01,2001,24,37.80328406,-122.4015285
27950,Phoenix canariensis :: Canary Island Date Palm,palm,999 The Embarcadero,7,Median : Cutout,2/1/01,2001,24,37.80328406,-122.4015285
28032,Phoenix canariensis :: Canary Island Date Palm,palm,100 The Embarcadero,12,Median : Cutout,2/5/01,2001,24,37.79545113,-122.3943423
28031,Phoenix canariensis :: Canary Island Date Palm,palm,100 The Embarcadero,11,Median : Cutout,2/5/01,2001,24,37.79552179,-122.3943966
28024,Phoenix canariensis :: Canary Island Date Palm,palm,100 The Embarcadero,4,Median : Cutout,2/5/01,2001,24,37.79617569,-122.3950669
28029,Phoenix canariensis :: Canary Island Date Palm,palm,100 The Embarcadero,9,Median : Cutout,2/5/01,2001,24,37.79564231,-122.3945011
27998,Phoenix canariensis :: Canary Island Date Palm,palm,300 The Embarcadero,2,Median : Cutout,2/5/01,2001,24,37.79765286,-122.3959858
27959,Phoenix canariensis :: Canary Island Date Palm,palm,307X The Embarcadero,3,Median : Cutout,2/5/01,2001,18,37.79749854,-122.3964042
5557,Phoenix canariensis :: Canary Island Date Palm,palm,977 Dolores St,1,Sidewalk: Curb side : Cutout,10/26/06,2006,32,37.75378805,-122.4251927
96683,Phoenix canariensis :: Canary Island Date Palm,palm,375@32nd Ave 32nd Ave,5,Sidewalk: Property side : Cutout,6/28/11,2011,28,37.78224849,-122.4925337
69360,Phoenix dactylifera :: Date Palm,palm,1695 North Point St,1,Sidewalk: Curb side : Cutout,4/18/94,1994,4,37.80376947,-122.4350084
25081,Phoenix dactylifera :: Date Palm,palm,1200X Dolores St,1,Median : Cutout,10/3/12,2012,20,37.75007106,-122.4249875
25029,Phoenix spp :: Date palm (species unknown),palm,700X Dolores St,4,Median : Cutout,6/23/97,1997,70,37.7579534,-122.4257556
60384,Prunus domestica 'Mariposa' :: Mariposa Plum,palm,1400 Palou Ave,1,Sidewalk: Curb side : Cutout,10/26/82,1982,4,37.73203368,-122.387308
87840,Prunus domestica 'Mariposa' :: Mariposa Plum,palm,150 Golden Gate Ave,1,Sidewalk: Curb side : Cutout,6/6/08,2008,5,37.78203231,-122.4130851
59216,Syagrus romanzoffianum :: Queen Palm,palm,42 Landers St,1,Sidewalk: Curb side : Cutout,6/13/83,1983,16,37.7671114,-122.4278899
62590,Syagrus romanzoffianum :: Queen Palm,palm,3550 Cabrillo St,1,Sidewalk: Curb side : Cutout,2/7/86,1986,12,37.77394744,-122.496739
62605,Syagrus romanzoffianum :: Queen Palm,palm,799 37th Ave,1,Sidewalk: Curb side : Cutout,2/7/86,1986,14,37.77400639,-122.4971142
59260,Syagrus romanzoffianum :: Queen Palm,palm,1400 Polk St,1,Sidewalk: Curb side : Cutout,3/13/90,1990,8,37.78974814,-122.4204377
68083,Syagrus romanzoffianum :: Queen Palm,palm,406 Capistrano Ave,1,Sidewalk: Curb side : Cutout,5/24/94,1994,14,37.72538232,-122.4389067
4224,Syagrus romanzoffianum :: Queen Palm,palm,3978 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,4/15/95,1995,3,37.74765561,-122.4287074
15689,Syagrus romanzoffianum :: Queen Palm,palm,4199 Mission St,2,Sidewalk: Curb side : Cutout,5/4/95,1995,3,37.73019859,-122.4297089
24916,Syagrus romanzoffianum :: Queen Palm,palm,3180 San Bruno Ave,1,Sidewalk: Curb side : Cutout,3/14/96,1996,16,37.7219204,-122.4013296
24893,Syagrus romanzoffianum :: Queen Palm,palm,3195 San Bruno Ave,1,Sidewalk: Curb side : Cutout,3/14/96,1996,18,37.721902,-122.4011274
33863,Syagrus romanzoffianum :: Queen Palm,palm,281 Clara St,2,Sidewalk: Curb side : Cutout,2/12/97,1997,9,37.77803713,-122.4040964
34193,Syagrus romanzoffianum :: Queen Palm,palm,353 Mississippi St,1,Sidewalk: Curb side : Cutout,6/10/97,1997,11,37.76166879,-122.3944055
34980,Syagrus romanzoffianum :: Queen Palm,palm,204 Fair Oaks St,1,Sidewalk: Curb side : Cutout,12/18/97,1997,6,37.75338898,-122.4242158
35339,Syagrus romanzoffianum :: Queen Palm,palm,740 Arkansas St,1,Sidewalk: Curb side : Cutout,2/23/98,1998,9,37.75663725,-122.3979702
16686,Syagrus romanzoffianum :: Queen Palm,palm,250X Noe St,2,Median : Cutout,6/6/98,1998,3,37.76508484,-122.4331811
40002,Syagrus romanzoffianum :: Queen Palm,palm,881 Innes Ave,1,Sidewalk: Curb side : Cutout,2/3/99,1999,8,37.73172156,-122.3754563
40575,Syagrus romanzoffianum :: Queen Palm,palm,1745 Alameda St,8,Sidewalk: Curb side : Cutout,6/20/00,2000,16,37.76862793,-122.4022528
42979,Syagrus romanzoffianum :: Queen Palm,palm,308 Oxford St,1,Sidewalk: Curb side : Cutout,7/5/00,2000,10,37.72596423,-122.4193796
24858,Syagrus romanzoffianum :: Queen Palm,palm,2500 San Bruno Ave,2,Sidewalk: Curb side : Cutout,11/16/01,2001,20,37.72981276,-122.404582
245344,Syagrus romanzoffianum :: Queen Palm,palm,1005 Noe St,1,Sidewalk: Curb side : Cutout,8/22/02,2002,16,37.7528651,-122.4319145
50008,Syagrus romanzoffianum :: Queen Palm,palm,400 Pennsylvania Ave,2,Sidewalk: Curb side : Cutout,7/25/03,2003,12,37.76127439,-122.3936013
40579,Syagrus romanzoffianum :: Queen Palm,palm,1745 Alameda St,4,Sidewalk: Curb side : Cutout,10/9/03,2003,14,37.76860108,-122.402542
40602,Syagrus romanzoffianum :: Queen Palm,palm,1745 Alameda St,6,Sidewalk: Curb side : Cutout,10/9/03,2003,15,37.76861182,-122.4023887
18470,Syagrus romanzoffianum :: Queen Palm,palm,1221 Potrero Ave,1,Sidewalk: Curb side : Cutout,11/21/03,2003,12,37.75268334,-122.406155
41630,Syagrus romanzoffianum :: Queen Palm,palm,175 Bluxome St,1,Sidewalk: Curb side : Cutout,5/2/05,2005,11,37.77425303,-122.4000291
51830,Syagrus romanzoffianum :: Queen Palm,palm,75 Dore St,1,Sidewalk: Curb side : Cutout,7/13/05,2005,15,37.77341973,-122.4123231
51826,Syagrus romanzoffianum :: Queen Palm,palm,75 Dore St,4,Sidewalk: Curb side : Cutout,7/13/05,2005,15,37.77353417,-122.4124629
45779,Syagrus romanzoffianum :: Queen Palm,palm,1033 Polk St,1,Sidewalk: Curb side : Cutout,8/19/05,2005,13,37.7864623,-122.4199504
85361,Syagrus romanzoffianum :: Queen Palm,palm,30 Dore St,3,Sidewalk: Curb side : Cutout,8/17/07,2007,12,37.77398403,-122.4131851
95130,Syagrus romanzoffianum :: Queen Palm,palm,2200 Beach St,5,Sidewalk: Curb side : Cutout,1/8/08,2008,12,37.80351252,-122.445577
28703,Syagrus romanzoffianum :: Queen Palm,palm,3004 San Bruno Ave,1,Sidewalk: Curb side : Cutout,4/28/08,2008,16,37.72360529,-122.4020222
28704,Syagrus romanzoffianum :: Queen Palm,palm,3004 San Bruno Ave,2,Sidewalk: Curb side : Cutout,4/28/08,2008,16,37.7237374,-122.402066
28672,Syagrus romanzoffianum :: Queen Palm,palm,3100 San Bruno Ave,1,Sidewalk: Curb side : Cutout,4/28/08,2008,16,37.7226823,-122.4016327
83272,Syagrus romanzoffianum :: Queen Palm,palm,2567 46th Ave,1,Sidewalk: Curb side : Cutout,6/9/08,2008,3,37.73864071,-122.504472
89357,Syagrus romanzoffianum :: Queen Palm,palm,228 Connecticut St,1,Sidewalk: Curb side : Cutout,11/18/08,2008,15,37.76337271,-122.3976824
103821,Syagrus romanzoffianum :: Queen Palm,palm,1032 Polk St,1,Sidewalk: Curb side : Cutout,11/1/09,2009,3,37.78647719,-122.4197706
103798,Syagrus romanzoffianum :: Queen Palm,palm,1157 Polk St,1,Sidewalk: Curb side : Cutout,11/1/09,2009,3,37.78751833,-122.4200678
103771,Syagrus romanzoffianum :: Queen Palm,palm,1288 Polk St,5,Sidewalk: Curb side : Cutout,11/1/09,2009,3,37.78846196,-122.4200998
103769,Syagrus romanzoffianum :: Queen Palm,palm,1301 Polk St,1,Sidewalk: Curb side : Pot,11/1/09,2009,3,37.78893866,-122.420532
103770,Syagrus romanzoffianum :: Queen Palm,palm,1301 Polk St,2,Sidewalk: Curb side : Pot,11/1/09,2009,3,37.78893866,-122.420532
103871,Syagrus romanzoffianum :: Queen Palm,palm,1401 Polk St,1,Sidewalk: Curb side : Pot,11/1/09,2009,3,37.78975317,-122.420697
103870,Syagrus romanzoffianum :: Queen Palm,palm,1406 Polk St,1,Sidewalk: Curb side : Pot,11/1/09,2009,3,37.78973715,-122.4207866
103858,Syagrus romanzoffianum :: Queen Palm,palm,1475 Polk St,2,Sidewalk: Curb side : Pot,11/1/09,2009,3,37.79031588,-122.4207182
103857,Syagrus romanzoffianum :: Queen Palm,palm,1475 Polk St,1,Sidewalk: Curb side : Pot,11/1/09,2009,3,37.79038409,-122.4207241
103841,Syagrus romanzoffianum :: Queen Palm,palm,1545 Polk St,1,Sidewalk: Curb side : Pot,11/1/09,2009,3,37.79123655,-122.4209974
142833,Syagrus romanzoffianum :: Queen Palm,palm,1549 POLK ST,1,Sidewalk: Curb side : Pot,11/1/09,2009,9,37.79120237,-122.4209001
98582,Syagrus romanzoffianum :: Queen Palm,palm,1X Palm Ave,1,Sidewalk: Curb side : Cutout,2/29/12,2012,12,37.78566141,-122.4581413
