TreeID,qSpecies,type,qAddress,SiteOrder,qSiteInfo,PlantDate,year,DBH,Latitude,Longitude
253115,Lophostemon confertus :: Brisbane Box,other,1000 Cayuga Ave,25,Sidewalk: Curb side : Cutout,10/4/17,2017,3,37.71978341,-122.442046
161557,Lophostemon confertus :: Brisbane Box,other,15 Morse St,1,Sidewalk: Curb side : Cutout,10/10/17,2017,3,37.71352883,-122.437202
21914,Lophostemon confertus :: Brisbane Box,other,2190 03rd St,4,Sidewalk: Curb side : Cutout,10/10/17,2017,3,37.76215959,-122.3888532
21973,Lophostemon confertus :: Brisbane Box,other,2565 03rd St,5,Sidewalk: Curb side : Cutout,10/10/17,2017,3,37.75724966,-122.388064
161549,Lophostemon confertus :: Brisbane Box,other,77 Morse St,1,Sidewalk: Curb side : Cutout,10/10/17,2017,3,37.71326863,-122.4381887
216714,Lophostemon confertus :: Brisbane Box,other,934 Capitol Ave,1,Sidewalk: Curb side : Yard,10/13/17,2017,3,37.71889429,-122.4591193
95752,Lophostemon confertus :: Brisbane Box,other,260 Madrid St,3,Sidewalk: Curb side : Cutout,10/25/17,2017,3,37.72531458,-122.4301088
95751,Lophostemon confertus :: Brisbane Box,other,260 Madrid St,2,Sidewalk: Curb side : Cutout,10/25/17,2017,3,37.72558839,-122.4298998
95757,Lophostemon confertus :: Brisbane Box,other,260 Madrid St,8,Sidewalk: Curb side : Cutout,10/25/17,2017,3,37.72506851,-122.4302924
253523,Lophostemon confertus :: Brisbane Box,other,134 09th St,2,Sidewalk: Curb side : Cutout,10/26/17,2017,3,37.77571814,-122.4143273
253522,Lophostemon confertus :: Brisbane Box,other,134 09th St,1,Sidewalk: Curb side : Cutout,10/26/17,2017,3,37.77571814,-122.4143273
253740,Lophostemon confertus :: Brisbane Box,other,1 Henry Adams St,6,Sidewalk: Curb side : Cutout,11/3/17,2017,3,37.76919968,-122.4034736
253737,Lophostemon confertus :: Brisbane Box,other,1 Henry Adams St,3,Sidewalk: Curb side : Cutout,11/3/17,2017,3,37.76919968,-122.4034736
253744,Lophostemon confertus :: Brisbane Box,other,1 Henry Adams St,10,Sidewalk: Curb side : Cutout,11/3/17,2017,3,37.76919968,-122.4034736
253746,Lophostemon confertus :: Brisbane Box,other,1 Henry Adams St,12,Sidewalk: Curb side : Cutout,11/3/17,2017,3,37.76919968,-122.4034736
3597,Lophostemon confertus :: Brisbane Box,other,100X Cargo Way,33,Sidewalk: Curb side : Cutout,11/3/17,2017,3,37.74178227,-122.3793987
266501,Lophostemon confertus :: Brisbane Box,other,1731 Powell St,1,Sidewalk: Curb side : Cutout,12/22/17,2017,3,37.80059713,-122.4109762
253832,Lophostemon confertus :: Brisbane Box,other,665 Eddy St,1,Sidewalk: Curb side : Cutout,2/22/18,2018,3,37.78312175,-122.4185821
93379,Lophostemon confertus :: Brisbane Box,other,3066 Turk Blvd,1,Sidewalk: Curb side : Cutout,3/17/18,2018,3,37.77753698,-122.4564504
202623,Lophostemon confertus :: Brisbane Box,other,1250 07th St,1,Sidewalk: Curb side : Cutout,3/20/18,2018,3,37.76762448,-122.3965611
202626,Lophostemon confertus :: Brisbane Box,other,1380 07th St,2,Sidewalk: Curb side : Cutout,3/20/18,2018,3,37.76742287,-122.3963041
202625,Lophostemon confertus :: Brisbane Box,other,1380 07th St,1,Sidewalk: Curb side : Cutout,3/20/18,2018,3,37.76748235,-122.3963803
202633,Lophostemon confertus :: Brisbane Box,other,1400 07th St,5,Sidewalk: Curb side : Cutout,3/20/18,2018,3,37.76673618,-122.3954491
89578,Lophostemon confertus :: Brisbane Box,other,4801X Anza St,2,Sidewalk: Curb side : Cutout,3/28/18,2018,3,37.77739824,-122.4998745
254841,Lophostemon confertus :: Brisbane Box,other,71 06th Ave,1,Sidewalk: Curb side : Cutout,3/29/18,2018,3,37.78728059,-122.4648795
34715,Lophostemon confertus :: Brisbane Box,other,827 46th Ave,1,Sidewalk: Curb side : Cutout,3/29/18,2018,3,37.77282304,-122.5068589
96613,Lophostemon confertus :: Brisbane Box,other,3652 Clay St,3,Sidewalk: Curb side : Cutout,4/6/18,2018,3,37.78837241,-122.4530742
130411,Lophostemon confertus :: Brisbane Box,other,617 Battery St,5,Sidewalk: Curb side : Cutout,4/9/18,2018,3,37.79712309,-122.40084
130408,Lophostemon confertus :: Brisbane Box,other,617 Battery St,2,Sidewalk: Curb side : Cutout,4/9/18,2018,3,37.79726832,-122.400884
253500,Lophostemon confertus :: Brisbane Box,other,1442 Fulton St,1,Sidewalk: Curb side : Cutout,4/28/18,2018,3,37.77665967,-122.4405772
169518,Lophostemon confertus :: Brisbane Box,other,1783 Noe St,1,Front Yard : Yard,5/1/18,2018,3,37.74063068,-122.4307287
130324,Lophostemon confertus :: Brisbane Box,other,1198 Columbus Ave,6,Sidewalk: Curb side : Cutout,6/27/18,2018,3,37.80572938,-122.4178634
255692,Lophostemon confertus :: Brisbane Box,other,510 Townsend St,2,Sidewalk: Curb side : Cutout,6/27/18,2018,3,37.77336903,-122.3999261
254977,Lophostemon confertus :: Brisbane Box,other,2654 San Jose Ave,1,Sidewalk: Curb side : Cutout,10/5/18,2018,3,37.71510202,-122.4514705
27384,Lophostemon confertus :: Brisbane Box,other,2200 Hyde St,1,Sidewalk: Curb side : Cutout,11/20/18,2018,3,37.80119183,-122.4193687
256910,Lophostemon confertus :: Brisbane Box,other,835 South Van Ness Ave,1,Sidewalk: Curb side : Cutout,1/7/19,2019,3,37.75982562,-122.416793
202334,Lophostemon confertus :: Brisbane Box,other,301 Mission St,7,Sidewalk: Curb side : Cutout,4/24/19,2019,3,37.79097086,-122.3958924
202329,Lophostemon confertus :: Brisbane Box,other,301 Mission St,2,Sidewalk: Curb side : Cutout,4/24/19,2019,3,37.7906607,-122.3962908
260618,Lophostemon confertus :: Brisbane Box,other,637 Haight St,1,Sidewalk: Curb side : Cutout,5/18/19,2019,3,37.77176458,-122.4326978
29157,Lophostemon confertus :: Brisbane Box,other,450 Jones St,3,Sidewalk: Curb side : Cutout,5/23/19,2019,3,37.78555736,-122.412837
15304,Lophostemon confertus :: Brisbane Box,other,1650 Mission St,1,Sidewalk: Curb side : Cutout,8/10/19,2019,3,37.77176971,-122.4194087
202611,Lophostemon confertus :: Brisbane Box,other,913 Bryant St,3,Sidewalk: Curb side : Cutout,9/23/19,2019,3,37.77410704,-122.4048062
13240,Lophostemon confertus :: Brisbane Box,other,2346 Lombard St,1,Sidewalk: Curb side : Cutout,10/2/19,2019,3,37.79943319,-122.4402
11026,Lophostemon confertus :: Brisbane Box,other,1435 Hyde St,1,Sidewalk: Curb side : Cutout,10/5/19,2019,3,37.79413446,-122.4180994
11042,Lophostemon confertus :: Brisbane Box,other,1540 Hyde St,1,Sidewalk: Curb side : Cutout,10/5/19,2019,3,37.79510154,-122.4181438
260870,Lophostemon confertus :: Brisbane Box,other,198x Eddy St,3,Sidewalk: Curb side : Cutout,10/16/19,2019,3,37.784264,-122.4109273
253201,Lophostemon confertus :: Brisbane Box,other,800 Oak St,3,Sidewalk: Property side : Cutout,11/2/19,2019,3,37.77376511,-122.4328432
253199,Lophostemon confertus :: Brisbane Box,other,800 Oak St,1,Sidewalk: Property side : Cutout,11/2/19,2019,3,37.77376511,-122.4328432
261014,Lophostemon confertus :: Brisbane Box,other,701 20th Ave,1,Sidewalk: Curb side : Cutout,11/13/19,2019,3,37.7745441,-122.4791017
171230,Lophostemon confertus :: Brisbane Box,other,95 Lisbon St,1,Sidewalk: Curb side : Cutout,11/27/19,2019,3,37.72680145,-122.4298952
261378,Lophostemon confertus :: Brisbane Box,other,1762 20th Ave,1,Sidewalk: Curb side : Cutout,1/8/20,2020,3,37.75489679,-122.4775289
261532,Lophostemon confertus :: Brisbane Box,other,623 44th Ave,1,Sidewalk: Curb side : Cutout,1/16/20,2020,3,37.77673708,-122.5050575
262230,Lophostemon confertus :: Brisbane Box,other,42 Dorantes Ave,1,Sidewalk: Curb side : Cutout,6/10/20,2020,3,37.7460272,-122.4628529
262402,Lophostemon confertus :: Brisbane Box,other,1X Benton Ave,3,Sidewalk: Curb side : Cutout,7/21/20,2020,3,37.73226499,-122.4266035
151814,Lophostemon confertus :: Brisbane Box,other,77 Hoff St,1,Sidewalk: Curb side : Cutout,8/3/20,2020,3,37.76372979,-122.4204173
164229,Lophostemon confertus :: Brisbane Box,other,2401 17th Ave,2,Sidewalk: Curb side : Cutout,8/12/20,2020,3,37.74282422,-122.4736131
164230,Lophostemon confertus :: Brisbane Box,other,2401 17th Ave,3,Sidewalk: Curb side : Cutout,8/12/20,2020,3,37.74276762,-122.4736069
262533,Lophostemon confertus :: Brisbane Box,other,2401 17th Ave,4,Sidewalk: Curb side : Cutout,8/12/20,2020,3,37.74276762,-122.4736069
162247,Lophostemon confertus :: Brisbane Box,other,51 Olmstead St,1,Sidewalk: Curb side : Cutout,10/23/20,2020,3,37.72259981,-122.4022847
162252,Lophostemon confertus :: Brisbane Box,other,789 Girard St,1,Sidewalk: Curb side : Cutout,11/1/20,2020,3,37.7226955,-122.4025891
73728,Lophostemon confertus :: Brisbane Box,other,1714 Stockton St,1,Sidewalk: Curb side : Cutout,12/24/20,2020,3,37.80168714,-122.4093623
115926,Lophostemon confertus :: Brisbane Box,other,355 Bryant St,6,Sidewalk: Curb side : Cutout,12/24/20,2020,3,37.78384535,-122.3924949
258410,Lophostemon confertus :: Brisbane Box,other,1711 Powell St,1,Sidewalk: Curb side : Cutout,1/11/21,2021,3,37.80041175,-122.4110071
265206,Lophostemon confertus :: Brisbane Box,other,1200 Franklin St,5,Sidewalk: Curb side : Cutout,1/21/21,2021,3,37.78551855,-122.4229648
265203,Lophostemon confertus :: Brisbane Box,other,1200 Franklin St,2,Sidewalk: Curb side : Cutout,1/21/21,2021,3,37.78551855,-122.4229648
265202,Lophostemon confertus :: Brisbane Box,other,1200 Franklin St,1,Sidewalk: Curb side : Cutout,1/21/21,2021,3,37.78551855,-122.4229648
144217,Lophostemon confertus :: Brisbane Box,other,814 42nd Ave,1,Sidewalk: Curb side : Cutout,2/23/21,2021,3,37.77328687,-122.5024348
160070,Lophostemon confertus :: Brisbane Box,other,1000 Cayuga Ave,13,Sidewalk: Curb side : Cutout,3/13/21,2021,3,37.72009427,-122.4411513
166823,Lophostemon confertus :: Brisbane Box,other,3734 22nd St,1,Sidewalk: Curb side : Cutout,3/15/21,2021,3,37.75476287,-122.4307776
265022,Lophostemon confertus :: Brisbane Box,other,99 Harlan Pl,1,Sidewalk: Curb side : Cutout,3/17/21,2021,3,37.79003311,-122.4054579
265596,Lophostemon confertus :: Brisbane Box,other,500 Folsom St,4,Sidewalk: Curb side : Cutout,3/24/21,2021,3,37.78731633,-122.3945546
144057,Lophostemon confertus :: Brisbane Box,other,830 37th Ave,1,Sidewalk: Curb side : Cutout,4/13/21,2021,3,37.7732516,-122.4970618
264789,Lophostemon confertus :: Brisbane Box,other,1385 Utah St,1,Sidewalk: Curb side : Cutout,7/30/21,2021,3,37.75200326,-122.40505
264791,Lophostemon confertus :: Brisbane Box,other,2640 25th St,2,Sidewalk: Curb side : Cutout,7/30/21,2021,3,37.75181345,-122.4047268
266334,Lophostemon confertus :: Brisbane Box,other,2410x Franklin St,2,Sidewalk: Curb side : Cutout,9/1/21,2021,3,37.79694265,-122.4253462
266525,Lophostemon confertus :: Brisbane Box,other,536 Mason St,1,Sidewalk: Curb side : Cutout,10/6/21,2021,3,37.78844132,-122.4100582
240578,Lophostemon confertus :: Brisbane Box,other,3636 21st St,1,Sidewalk: Curb side : Cutout,11/4/21,2021,3,37.75649319,-122.4287656
130076,Lophostemon confertus :: Brisbane Box,other,601 Van Ness Ave,6,Sidewalk: Curb side : Cutout,11/13/21,2021,3,37.7813584,-122.4207005
69038,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,1458 38th Ave,1,Sidewalk: Curb side : Cutout,1/6/94,1994,8,37.75968682,-122.4971938
69165,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,1246 43rd Ave,1,Sidewalk: Curb side : Cutout,1/26/94,1994,7,37.7634012,-122.5027563
69161,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,1254 41st Ave,1,Sidewalk: Curb side : Cutout,1/26/94,1994,9,37.76332954,-122.5006771
30695,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,15 Hermann St,1,Sidewalk: Curb side : Cutout,1/31/95,1995,4,37.77076279,-122.4254325
30694,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,15 Hermann St,3,Sidewalk: Curb side : Cutout,1/31/95,1995,14,37.77077317,-122.4253077
4097,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,3301 Cesar Chavez St,3,Sidewalk: Curb side : Cutout,4/1/95,1995,3,37.74807878,-122.416039
4287,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,4310X Cesar Chavez St,3,Sidewalk: Curb side : Cutout,1/27/98,1998,3,37.74723114,-122.4361962
26453,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,401X Keith St,1,Sidewalk: Curb side : Cutout,6/4/98,1998,3,37.73823537,-122.381325
39491,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,4028 25th St,1,Sidewalk: Curb side : Cutout,12/28/98,1998,2,37.74999547,-122.4301688
42600,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,2226 Clay St,1,Sidewalk: Curb side : Cutout,6/26/00,2000,5,37.79124256,-122.430644
45590,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,1759 34th Ave,1,Sidewalk: Curb side : Cutout,7/24/01,2001,7,37.75426253,-122.492676
45627,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,2525 Moraga St,1,Sidewalk: Curb side : Cutout,8/1/01,2001,6,37.75544021,-122.4899301
46845,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,135 Naples St,1,Sidewalk: Curb side : Cutout,4/25/02,2002,9,37.7264619,-122.4268848
46785,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,39 Tingley St,1,Sidewalk: Curb side : Cutout,4/25/02,2002,8,37.72871541,-122.4329029
46782,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,86 Theresa St,1,Sidewalk: Curb side : Cutout,4/25/02,2002,11,37.72858941,-122.4340649
47792,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,2466 26th Ave,1,Sidewalk: Curb side : Cutout,6/12/02,2002,11,37.74145701,-122.4830201
49778,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,183 Tioga Ave,1,Sidewalk: Curb side : Cutout,6/9/03,2003,14,37.71702321,-122.4073961
52564,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,1275 40th Ave,2,Sidewalk: Curb side : Cutout,1/12/06,2006,6,37.76302105,-122.4997357
92466,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,1845 Pacheco St,1,Sidewalk: Curb side : Cutout,7/30/09,2009,2,37.75025322,-122.4803597
92786,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,730 09th Ave,1,Sidewalk: Curb side : Cutout,10/20/09,2009,7,37.77462624,-122.4669649
107473,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,1500 Page St,4,Sidewalk: Curb side : Cutout,9/15/14,2014,3,37.77120683,-122.4458915
107474,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,1500 Page St,5,Sidewalk: Curb side : Cutout,9/15/14,2014,3,37.77120683,-122.4458915
107188,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,1500 PAGE ST,3,Sidewalk: Curb side : Cutout,9/15/14,2014,3,37.77120677,-122.4458913
44760,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,761 Tehama St,3,Sidewalk: Curb side : Cutout,12/23/14,2014,3,37.77510231,-122.4118935
107344,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,390 28th Ave,1,Sidewalk: Curb side : Cutout,1/24/15,2015,3,37.78201598,-122.4880382
117299,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,66 Lobos St,1,Sidewalk: Curb side : Cutout,6/6/16,2016,3,37.71503018,-122.4548588
109373,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,2936 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,8/2/16,2016,1,37.74852836,-122.408448
164271,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,2438 18th Ave,1,Sidewalk: Curb side : Cutout,3/6/17,2017,3,37.74235128,-122.4744873
231175,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,3100 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,5/9/17,2017,3,37.74840693,-122.4116844
4080,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,3200X Cesar Chavez St,4,Sidewalk: Curb side : Cutout,5/9/17,2017,3,37.74835479,-122.4141205
139643,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,1100 DIVISADERO ST,3,Sidewalk: Curb side : Cutout,10/10/17,2017,3,37.77996153,-122.4386912
161285,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,523 Naples St,1,Sidewalk: Curb side : Cutout,10/25/17,2017,3,37.72044805,-122.4314247
161284,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,567 Naples St,1,Sidewalk: Curb side : Cutout,10/25/17,2017,3,37.71976147,-122.431941
161282,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,579 Naples St,1,Sidewalk: Curb side : Cutout,10/25/17,2017,3,37.71958195,-122.4320819
255001,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,177 Crescent Ave,1,Sidewalk: Curb side : Cutout,4/3/18,2018,3,37.73514225,-122.4208065
172089,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,238 Somerset St,1,Sidewalk: Curb side : Cutout,4/27/19,2019,3,37.72845422,-122.4084075
262174,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,195 Raymond Ave,1,Sidewalk: Curb side : Cutout,9/7/19,2019,3,37.71313832,-122.4069499
144241,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,834 44th Ave,1,Sidewalk: Curb side : Cutout,1/16/20,2020,3,37.77276839,-122.5045497
47438,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,754 42nd Ave,1,Sidewalk: Curb side : Cutout,1/25/20,2020,6,37.77444553,-122.5025279
60547,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,507 35th Ave,1,Sidewalk: Curb side : Cutout,1/30/20,2020,3,37.77934063,-122.4955085
57646,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,666 Octavia St,1,Sidewalk: Curb side : Cutout,11/1/20,2020,3,37.77829181,-122.4248676
143925,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,754 32nd Ave,1,Sidewalk: Curb side : Cutout,2/18/21,2021,3,37.77490194,-122.4918065
265334,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,2502 Alameda St,8,Sidewalk: Curb side : Cutout,2/22/21,2021,3,37.76829411,-122.4098403
146845,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,717 40th Ave,1,Sidewalk: Curb side : Cutout,2/23/21,2021,3,37.77515977,-122.5005862
171157,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,other,2 Naples St,1,Sidewalk: Curb side : Cutout,8/28/21,2021,3,37.7284933,-122.4255199
57815,Magnolia champaca :: Champa,other,154 23rd Ave,1,Sidewalk: Curb side : Cutout,3/9/77,1977,5,37.78482701,-122.4828518
96728,Magnolia champaca :: Champa,other,1512 Jerrold Ave,1,Sidewalk: Curb side : Cutout,6/30/11,2011,3,37.73802724,-122.3878772
115009,Magnolia champaca :: Champa,other,118 Hamilton St,1,Sidewalk: Curb side : Cutout,1/4/16,2016,2,37.72941165,-122.4109895
180664,Magnolia champaca :: Champa,other,339 Chicago Way,1,Sidewalk: Curb side : Yard,10/10/17,2017,3,37.70924172,-122.4332244
182218,Magnolia champaca :: Champa,other,2998 Lawton St,3,Sidewalk: Curb side : Yard,3/30/21,2021,3,37.75724961,-122.4946551
266826,Magnolia champaca :: Champa,other,522 Vienna St,1,Sidewalk: Curb side : Cutout,12/8/21,2021,3,37.72012953,-122.4307542
30933,Magnolia doltsopa :: Himalayan Magnolia,other,515 Holloway Ave,1,Sidewalk: Curb side : Cutout,3/13/95,1995,2,37.72178334,-122.4585553
25186,Magnolia doltsopa :: Himalayan Magnolia,other,3644 Market St,1,Sidewalk: Curb side : Cutout,4/19/96,1996,3,37.7554153,-122.4415276
21847,Magnolia doltsopa :: Himalayan Magnolia,other,202X Cabrillo St,2,Sidewalk: Curb side : Cutout,6/8/00,2000,3,37.77558528,-122.4609055
12993,Magnolia doltsopa :: Himalayan Magnolia,other,330 Lombard St,1,Sidewalk: Curb side : Cutout,3/4/05,2005,3,37.80367054,-122.4071023
52522,Magnolia doltsopa :: Himalayan Magnolia,other,225 Onondaga Ave,2,Sidewalk: Curb side : Cutout,12/28/05,2005,4,37.72282104,-122.441843
229239,Magnolia doltsopa :: Himalayan Magnolia,other,900 Powhattan Ave,1,Sidewalk: Curb side : Cutout,9/10/08,2008,3,37.74133977,-122.4109478
229241,Magnolia doltsopa :: Himalayan Magnolia,other,900 Powhattan Ave,3,Sidewalk: Curb side : Cutout,9/10/08,2008,4,37.74133239,-122.4108361
68270,Magnolia doltsopa :: Himalayan Magnolia,other,425 Holyoke St,1,Sidewalk: Curb side : Cutout,12/24/14,2014,3,37.72593431,-122.4082896
110905,Magnolia doltsopa :: Himalayan Magnolia,other,2891 Vallejo St,1,Sidewalk: Curb side : Cutout,5/8/15,2015,3,37.79392499,-122.4447837
114096,Magnolia doltsopa :: Himalayan Magnolia,other,424 Ellington Ave,2,Sidewalk: Curb side : Cutout,10/30/15,2015,3,37.71186706,-122.4472503
115434,Magnolia doltsopa :: Himalayan Magnolia,other,563 Lisbon St,1,Sidewalk: Curb side : Cutout,2/1/16,2016,3,37.71943661,-122.4354473
237826,Magnolia doltsopa :: Himalayan Magnolia,other,210 Moffitt St,1,Sidewalk: Curb side : Cutout,4/3/20,2020,3,37.73850873,-122.4342381
53821,Magnolia grandiflora :: Southern Magnolia,other,2864 Jackson St,1,Sidewalk: Curb side : Cutout,2/23/72,1972,11,37.79156004,-122.4422245
54512,Magnolia grandiflora :: Southern Magnolia,other,2698 Vallejo St,1,Sidewalk: Curb side : Cutout,7/13/72,1972,15,37.79447637,-122.4414904
55242,Magnolia grandiflora :: Southern Magnolia,other,176 Escolta Way,1,Sidewalk: Curb side : Cutout,10/24/72,1972,2,37.73801197,-122.4898368
57593,Magnolia grandiflora :: Southern Magnolia,other,600 Steiner St,1,Sidewalk: Curb side : Cutout,11/4/76,1976,3,37.77482629,-122.4326022
57790,Magnolia grandiflora :: Southern Magnolia,other,950 Clay St,4,Sidewalk: Curb side : Cutout,2/8/77,1977,15,37.79401453,-122.4086145
58037,Magnolia grandiflora :: Southern Magnolia,other,1731 Lyon St,1,Sidewalk: Curb side : Cutout,10/5/77,1977,13,37.78695819,-122.4454142
58062,Magnolia grandiflora :: Southern Magnolia,other,1732 Lyon St,1,Sidewalk: Curb side : Cutout,10/24/77,1977,10,37.78697702,-122.4452384
58247,Magnolia grandiflora :: Southern Magnolia,other,2225 Pacific Ave,1,Sidewalk: Curb side : Cutout,7/14/78,1978,13,37.793548,-122.4326209
58756,Magnolia grandiflora :: Southern Magnolia,other,735 Vermont St,1,Sidewalk: Curb side : Cutout,7/19/79,1979,11,37.76042509,-122.4039944
59040,Magnolia grandiflora :: Southern Magnolia,other,46 Rausch St,1,Sidewalk: Curb side : Cutout,4/14/80,1980,26,37.77648722,-122.4098101
59238,Magnolia grandiflora :: Southern Magnolia,other,1024 Cabrillo St,1,Sidewalk: Curb side : Cutout,6/17/80,1980,4,37.77517996,-122.4697084
59262,Magnolia grandiflora :: Southern Magnolia,other,1446 Polk St,1,Sidewalk: Curb side : Cutout,7/24/80,1980,3,37.79032018,-122.4205559
59273,Magnolia grandiflora :: Southern Magnolia,other,1273 28th Ave,1,Sidewalk: Curb side : Cutout,7/30/80,1980,12,37.76362579,-122.4868943
59284,Magnolia grandiflora :: Southern Magnolia,other,1524 Polk St,1,Sidewalk: Curb side : Cutout,8/20/80,1980,3,37.79092115,-122.4206762
229978,Magnolia grandiflora :: Southern Magnolia,other,530 Chenery St,1,Sidewalk: Curb side : Cutout,11/24/80,1980,16,37.73517414,-122.4309312
229982,Magnolia grandiflora :: Southern Magnolia,other,560 Chenery St,1,Sidewalk: Curb side : Cutout,11/24/80,1980,12,37.73485373,-122.4314327
229983,Magnolia grandiflora :: Southern Magnolia,other,568 Chenery St,1,Sidewalk: Curb side : Cutout,4/1/82,1982,15,37.73474364,-122.4316023
60121,Magnolia grandiflora :: Southern Magnolia,other,235 30th St,1,Sidewalk: Curb side : Cutout,4/3/82,1982,12,37.74209849,-122.4253261
60377,Magnolia grandiflora :: Southern Magnolia,other,1264 Palou Ave,1,Sidewalk: Curb side : Cutout,10/26/82,1982,4,37.7304901,-122.3845807
54137,Magnolia grandiflora :: Southern Magnolia,other,2455 Vallejo St,1,Sidewalk: Curb side : Cutout,10/26/82,1982,17,37.79484406,-122.4376251
60750,Magnolia grandiflora :: Southern Magnolia,other,440 27th St,1,Sidewalk: Curb side : Cutout,2/17/83,1983,14,37.74677906,-122.430118
60865,Magnolia grandiflora :: Southern Magnolia,other,2190 Broadway,1,Sidewalk: Curb side : Cutout,4/25/83,1983,18,37.79461764,-122.4329043
61347,Magnolia grandiflora :: Southern Magnolia,other,3323 Washington St,1,Sidewalk: Curb side : Cutout,2/23/84,1984,5,37.78983223,-122.4477765
61363,Magnolia grandiflora :: Southern Magnolia,other,2223 Pacific Ave,1,Sidewalk: Curb side : Cutout,3/19/84,1984,7,37.7935603,-122.4325119
61387,Magnolia grandiflora :: Southern Magnolia,other,1907 Buchanan St,1,Sidewalk: Curb side : Cutout,4/10/84,1984,8,37.78789798,-122.4303505
61550,Magnolia grandiflora :: Southern Magnolia,other,933 Wisconsin St,1,Sidewalk: Curb side : Cutout,8/23/84,1984,8,37.75568431,-122.398695
58372,Magnolia grandiflora :: Southern Magnolia,other,520 Connecticut St,1,Sidewalk: Curb side : Cutout,8/20/85,1985,6,37.7591605,-122.3972759
62614,Magnolia grandiflora :: Southern Magnolia,other,2825 Broadway,1,Sidewalk: Curb side : Cutout,2/21/86,1986,5,37.79308591,-122.4436935
63002,Magnolia grandiflora :: Southern Magnolia,other,1247 42nd Ave,1,Sidewalk: Curb side : Cutout,9/22/86,1986,2,37.76335092,-122.5019086
63605,Magnolia grandiflora :: Southern Magnolia,other,848 Central Ave,1,Sidewalk: Curb side : Cutout,5/13/87,1987,6,37.77757368,-122.4450053
64356,Magnolia grandiflora :: Southern Magnolia,other,300 03rd St,1,Sidewalk: Curb side : Cutout,4/21/88,1988,11,37.78359471,-122.3988701
