TreeID,qSpecies,qAddress,SiteOrder,qSiteInfo,PlantDate,year,DBH,Latitude,Longitude
53731,Callistemon citrinus :: Lemon Bottlebrush,137 Topeka Ave,1,Sidewalk: Curb side : Cutout,1/7/72,1972,11,37.73376323,-122.3987641
53874,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',901 California St,1,Sidewalk: Curb side : Cutout,2/22/72,1972,13,37.79186543,-122.4098199
53821,Magnolia grandiflora :: Southern Magnolia,2864 Jackson St,1,Sidewalk: Curb side : Cutout,2/23/72,1972,11,37.79156004,-122.4422245
53819,Metrosideros excelsa :: New Zealand Xmas Tree,2838 Jackson St,1,Sidewalk: Curb side : Cutout,2/23/72,1972,16,37.79160434,-122.4419084
53852,Ligustrum japonicum :: Japanese Privet,566 Bush St,1,Sidewalk: Curb side : Cutout,3/1/72,1972,7,37.79050716,-122.4066515
53881,Pittosporum undulatum :: Victorian Box,2715 Sutter St,1,Sidewalk: Curb side : Cutout,3/6/72,1972,21,37.78450958,-122.4451527
53904,Metrosideros excelsa :: New Zealand Xmas Tree,1075 Goettingen St,1,Sidewalk: Curb side : Cutout,3/10/72,1972,15,37.71878698,-122.4031436
53879,Metrosideros excelsa :: New Zealand Xmas Tree,1087 Goettingen St,1,Sidewalk: Curb side : Cutout,3/10/72,1972,11,37.7186698,-122.4030909
53932,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,140 09th Ave,1,Sidewalk: Curb side : Cutout,3/27/72,1972,1,37.78568176,-122.4677648
53933,Schinus terebinthifolius :: Brazilian Pepper,144 09th Ave,1,Sidewalk: Curb side : Cutout,3/27/72,1972,17,37.78561662,-122.4677676
54010,Ginkgo biloba :: Maidenhair Tree,1537 18th St,1,Sidewalk: Curb side : Cutout,4/6/72,1972,5,37.76240842,-122.3982067
53974,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',985 Pine St,1,Sidewalk: Curb side : Cutout,4/6/72,1972,4,37.79064272,-122.4119469
54014,Pseudotsuga menziesii :: Douglas Fir,827 35th Ave,1,Sidewalk: Curb side : Cutout,4/7/72,1972,5,37.77336432,-122.495086
54023,Tristaniopsis laurina :: Swamp Myrtle,894 35th Ave,1,Sidewalk: Curb side : Cutout,4/7/72,1972,8,37.7722567,-122.4948388
54046,Arbutus 'Marina' :: Hybrid Strawberry Tree,3545 Webster St,1,Sidewalk: Curb side : Cutout,4/18/72,1972,6,37.80350103,-122.4351821
54052,Metrosideros excelsa :: New Zealand Xmas Tree,284 O'Farrell St,1,Sidewalk: Curb side : Cutout,4/18/72,1972,12,37.78631635,-122.4093536
54044,Olea europaea :: Olive Tree,1802 Laguna St,1,Sidewalk: Curb side : Cutout,4/18/72,1972,10,37.7878228,-122.428484
54039,Pittosporum undulatum :: Victorian Box,2813 Scott St,1,Sidewalk: Curb side : Cutout,4/18/72,1972,11,37.79593942,-122.4404032
54041,Pittosporum undulatum :: Victorian Box,2855 Scott St,1,Sidewalk: Curb side : Cutout,4/18/72,1972,14,37.79616997,-122.4404445
54042,Platanus x hispanica :: Sycamore: London Plane,2500 Green St,1,Sidewalk: Curb side : Cutout,4/18/72,1972,14,37.79557371,-122.4403836
54056,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',839 35th Ave,1,Sidewalk: Curb side : Cutout,4/21/72,1972,12,37.77319244,-122.4950671
54079,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2200 Chestnut St,1,Sidewalk: Curb side : Cutout,4/27/72,1972,23,37.80045927,-122.4396328
54065,Metrosideros excelsa :: New Zealand Xmas Tree,1632 48th Ave,1,Sidewalk: Curb side : Cutout,4/27/72,1972,19,37.75596333,-122.5076868
54071,Myoporum laetum :: Myoporum,1650 48th Ave,1,Sidewalk: Curb side : Cutout,4/27/72,1972,17,37.75567241,-122.5076663
54085,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2379 Jackson St,1,Sidewalk: Curb side : Cutout,5/12/72,1972,18,37.79247463,-122.4340896
240582,Schinus terebinthifolius :: Brazilian Pepper,8 Sharon St,1,Sidewalk: Curb side : Cutout,5/16/72,1972,15,37.76573347,-122.4299683
54243,Tristania conferta ::,35 Kittredge Ter,1,Sidewalk: Curb side : Cutout,5/16/72,1972,26,37.77760274,-122.450611
54136,Eriobotrya deflexa :: Bronze Loquat,2443 Vallejo St,1,Sidewalk: Curb side : Cutout,5/22/72,1972,15,37.79487261,-122.4374561
54162,Olea europaea :: Olive Tree,801 Colby St,1,Sidewalk: Curb side : Cutout,5/22/72,1972,13,37.72044298,-122.4103858
54163,Olea europaea :: Olive Tree,809 Colby St,1,Sidewalk: Curb side : Cutout,5/22/72,1972,14,37.72036905,-122.410361
54165,Olea europaea :: Olive Tree,833 Colby St,1,Sidewalk: Curb side : Cutout,5/22/72,1972,17,37.72010854,-122.4102464
54376,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2369 Jackson St,1,Sidewalk: Curb side : Cutout,6/5/72,1972,17,37.79247463,-122.4340001
54436,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',406 Mississippi St,1,Sidewalk: Curb side : Cutout,6/8/72,1972,17,37.76124926,-122.3945609
54437,Pittosporum undulatum :: Victorian Box,417 Mississippi St,1,Sidewalk: Curb side : Cutout,6/8/72,1972,12,37.76108097,-122.3943518
54425,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,664 Carolina St,1,Sidewalk: Curb side : Cutout,6/8/72,1972,10,37.76016499,-122.4002659
206292,Corymbia ficifolia :: Red Flowering Gum,1273 Arguello Blvd,1,Sidewalk: Curb side : Cutout,6/19/72,1972,14,37.76493269,-122.4578648
54185,Corymbia ficifolia :: Red Flowering Gum,1526 Kirkwood Ave,1,Sidewalk: Curb side : Cutout,6/19/72,1972,30,37.73745022,-122.3885432
54186,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1536 Kirkwood Ave,1,Sidewalk: Curb side : Cutout,6/19/72,1972,20,37.73751221,-122.3886375
54423,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',735 Montgomery St,1,Sidewalk: Curb side : Cutout,6/20/72,1972,15,37.79628373,-122.4035603
54443,Arbutus 'Marina' :: Hybrid Strawberry Tree,605 Mississippi St,1,Sidewalk: Curb side : Cutout,6/23/72,1972,6,37.75881277,-122.3941247
54440,Callistemon citrinus :: Lemon Bottlebrush,512 Mississippi St,1,Sidewalk: Curb side : Cutout,6/23/72,1972,25,37.75986998,-122.3944288
54432,Corymbia ficifolia :: Red Flowering Gum,330 Mississippi St,1,Sidewalk: Curb side : Cutout,6/23/72,1972,12,37.76215787,-122.3946486
210743,Olea europaea :: Olive Tree,45 Hugo St,1,Sidewalk: Curb side : Cutout,7/10/72,1972,14,37.76525712,-122.4583955
206294,Eucalyptus sideroxylon :: Red Ironbark,1291 Arguello Blvd,1,Sidewalk: Curb side : Cutout,7/12/72,1972,14,37.76465646,-122.457845
54479,Callistemon citrinus :: Lemon Bottlebrush,108 Topeka Ave,1,Sidewalk: Curb side : Cutout,7/13/72,1972,9,37.73381973,-122.3991817
54481,Callistemon citrinus :: Lemon Bottlebrush,1900 Quint St,1,Sidewalk: Curb side : Cutout,7/13/72,1972,9,37.73389233,-122.3995363
54512,Magnolia grandiflora :: Southern Magnolia,2698 Vallejo St,1,Sidewalk: Curb side : Cutout,7/13/72,1972,15,37.79447637,-122.4414904
54558,Callistemon citrinus :: Lemon Bottlebrush,50 Maddux Ave,1,Sidewalk: Curb side : Cutout,7/18/72,1972,8,37.73447811,-122.398385
54609,Maytenus boaria :: Mayten,301 Hugo St,1,Sidewalk: Curb side : Cutout,7/19/72,1972,12,37.7651366,-122.4610503
54734,Olea europaea :: Olive Tree,1237 02nd Ave,1,Sidewalk: Curb side : Cutout,7/24/72,1972,16,37.76552329,-122.4589859
54655,Corymbia ficifolia :: Red Flowering Gum,280 Peninsula Ave,1,Sidewalk: Curb side : Cutout,7/27/72,1972,18,37.71194851,-122.399014
54661,Prunus serrulata :: Ornamental Cherry,345 Peninsula Ave,1,Sidewalk: Curb side : Cutout,7/27/72,1972,2,37.71094938,-122.3992458
54522,Callistemon citrinus :: Lemon Bottlebrush,455 Arkansas St,1,Sidewalk: Curb side : Cutout,7/31/72,1972,11,37.76038145,-122.3981608
54528,Cordyline australis :: Dracena Palm,4650 Balboa St,1,Sidewalk: Curb side : Cutout,7/31/72,1972,21,37.77526946,-122.5089068
54788,Corymbia ficifolia :: Red Flowering Gum,266 Tocoloma Ave,1,Sidewalk: Curb side : Cutout,8/2/72,1972,17,37.7118995,-122.398094
54789,Ficus microcarpa :: Chinese Banyan,271 Tocoloma Ave,1,Sidewalk: Curb side : Cutout,8/2/72,1972,21,37.71179957,-122.3979924
54792,Picea Spp :: Spruce Spp,281 Tocoloma Ave,1,Sidewalk: Curb side : Cutout,8/2/72,1972,9,37.71163154,-122.398021
54680,Pittosporum undulatum :: Victorian Box,433 Wheeler Ave,1,Sidewalk: Curb side : Cutout,8/4/72,1972,9,37.71042261,-122.4003815
54758,Eucalyptus Spp :: Eucalyptus,324 Lathrop Ave,1,Sidewalk: Curb side : Cutout,8/8/72,1972,8,37.71049012,-122.3989225
54754,Ligustrum lucidum :: Glossy Privet,525 Blanken Ave,1,Sidewalk: Curb side : Cutout,8/8/72,1972,16,37.71113841,-122.396843
54767,Cordyline australis :: Dracena Palm,198 Nueva Ave,1,Sidewalk: Curb side : Cutout,8/9/72,1972,7,37.71132839,-122.397397
54763,Corymbia ficifolia :: Red Flowering Gum,158 Nueva Ave,1,Sidewalk: Curb side : Cutout,8/9/72,1972,18,37.71191135,-122.3971458
53878,Maytenus boaria :: Mayten,49 Clayton St,1,Sidewalk: Curb side : Cutout,8/9/72,1972,9,37.77473389,-122.4496526
54835,Pinus radiata :: Monterey Pine,117 Ashbury St,1,Sidewalk: Curb side : Cutout,8/9/72,1972,15,37.77430557,-122.4478825
54837,Rhamnus alaternus :: Italian Buckthorn,131 Ashbury St,1,Sidewalk: Curb side : Cutout,8/9/72,1972,8,37.77435901,-122.4479063
54813,Callistemon citrinus :: Lemon Bottlebrush,330 Locust St,1,Sidewalk: Curb side : Cutout,8/10/72,1972,10,37.7879934,-122.4519603
54833,Corymbia ficifolia :: Red Flowering Gum,601 43rd Ave,1,Sidewalk: Curb side : Cutout,8/10/72,1972,18,37.77715461,-122.5039498
54852,Maytenus boaria :: Mayten,220 Clayton St,1,Sidewalk: Curb side : Cutout,8/10/72,1972,17,37.77314358,-122.4491785
54921,Schinus terebinthifolius :: Brazilian Pepper,363 San Benito Way,1,Sidewalk: Curb side : Cutout,8/10/72,1972,13,37.72987229,-122.4672836
54865,Pittosporum undulatum :: Victorian Box,1845 Hayes St,1,Sidewalk: Curb side : Cutout,8/17/72,1972,14,37.77377289,-122.4469169
54866,Pittosporum undulatum :: Victorian Box,1849 Hayes St,1,Sidewalk: Curb side : Cutout,8/17/72,1972,17,37.77376549,-122.4468603
54867,Pittosporum undulatum :: Victorian Box,1857 Hayes St,1,Sidewalk: Curb side : Cutout,8/17/72,1972,13,37.77374798,-122.447086
54949,Metrosideros excelsa :: New Zealand Xmas Tree,1538 44th Ave,1,Sidewalk: Curb side : Cutout,8/28/72,1972,16,37.75792583,-122.5035313
54972,Ligustrum lucidum :: Glossy Privet,566 09th Ave,1,Sidewalk: Curb side : Cutout,9/11/72,1972,6,37.77773178,-122.4671955
54978,Ligustrum lucidum :: Glossy Privet,655 09th Ave,1,Sidewalk: Curb side : Cutout,9/11/72,1972,11,37.7760684,-122.4672299
54966,Ligustrum lucidum :: Glossy Privet,734 Balboa St,1,Sidewalk: Curb side : Cutout,9/11/72,1972,16,37.7771696,-122.4670374
55089,Callistemon citrinus :: Lemon Bottlebrush,518 16th Ave,1,Sidewalk: Curb side : Cutout,9/12/72,1972,7,37.77817975,-122.4748458
55091,Callistemon citrinus :: Lemon Bottlebrush,526 16th Ave,1,Sidewalk: Curb side : Cutout,9/12/72,1972,9,37.77806161,-122.4748418
55101,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2660 Chestnut St,1,Sidewalk: Curb side : Cutout,9/12/72,1972,18,37.79949763,-122.447183
54989,Fraxinus uhdei :: Shamel Ash: Evergreen Ash,639 16th Ave,1,Sidewalk: Curb side : Cutout,9/12/72,1972,8,37.77593288,-122.4748536
54991,Fraxinus uhdei :: Shamel Ash: Evergreen Ash,646 16th Ave,1,Sidewalk: Curb side : Cutout,9/12/72,1972,13,37.77588741,-122.4746772
55001,Ligustrum lucidum :: Glossy Privet,546 16th Ave,1,Sidewalk: Curb side : Cutout,9/12/72,1972,12,37.77770638,-122.4748107
55025,Metrosideros excelsa :: New Zealand Xmas Tree,775 41st Ave,1,Sidewalk: Curb side : Cutout,9/12/72,1972,17,37.77415012,-122.5015822
54983,Tristaniopsis laurina :: Swamp Myrtle,606 16th Ave,1,Sidewalk: Curb side : Cutout,9/12/72,1972,1,37.77651145,-122.4747234
54984,Ulmus parvifolia :: Chinese Elm,609 16th Ave,1,Sidewalk: Curb side : Cutout,9/12/72,1972,5,37.77646754,-122.4748922
55066,Maytenus boaria :: Mayten,1400 Lane St,1,Sidewalk: Curb side : Cutout,9/13/72,1972,6,37.73347694,-122.3886297
55103,Prunus cerasifera :: Cherry Plum,3044 Lyon St,1,Sidewalk: Curb side : Cutout,9/13/72,1972,10,37.7990555,-122.4473136
55120,Prunus serrulata :: Ornamental Cherry,112 Woodland Ave,1,Sidewalk: Curb side : Cutout,9/14/72,1972,15,37.76227552,-122.4530974
54831,Ficus retusa nitida :: Banyan Fig,79 Terra Vista Ave,1,Sidewalk: Curb side : Cutout,9/20/72,1972,8,37.78136629,-122.4433433
55152,Pittosporum undulatum :: Victorian Box,3938 24th St,1,Sidewalk: Curb side : Cutout,9/21/72,1972,6,37.75157209,-122.4305326
55217,Prunus cerasifera :: Cherry Plum,2341 Vallejo St,1,Sidewalk: Curb side : Cutout,10/2/72,1972,3,37.7950672,-122.4358601
55279,Melaleuca quinquenervia :: Cajeput,1227 25th Ave,1,Sidewalk: Curb side : Cutout,10/18/72,1972,5,37.76457647,-122.4837208
55280,Olea europaea :: Olive Tree,1230 25th Ave,1,Sidewalk: Curb side : Cutout,10/18/72,1972,9,37.76451601,-122.4835628
55242,Magnolia grandiflora :: Southern Magnolia,176 Escolta Way,1,Sidewalk: Curb side : Cutout,10/24/72,1972,2,37.73801197,-122.4898368
55241,Metrosideros excelsa :: New Zealand Xmas Tree,172 Escolta Way,1,Sidewalk: Curb side : Cutout,10/24/72,1972,12,37.73803675,-122.4897648
55325,Callistemon citrinus :: Lemon Bottlebrush,1231 Goettingen St,1,Sidewalk: Curb side : Cutout,10/26/72,1972,11,37.71683687,-122.4023581
55331,Callistemon citrinus :: Lemon Bottlebrush,245 Harkness Ave,1,Sidewalk: Curb side : Cutout,10/26/72,1972,12,37.71726685,-122.402306
55322,Prunus laurocerasus :: English laurel,1174 Goettingen St,1,Sidewalk: Curb side : Cutout,10/26/72,1972,9,37.7175436,-122.4027494
55312,Liquidambar styraciflua :: American Sweet Gum,392 04th St,1,Sidewalk: Curb side : Cutout,10/29/72,1972,6,37.78105257,-122.3997766
209828,Metrosideros excelsa :: New Zealand Xmas Tree,1282 07th Ave,1,Sidewalk: Curb side : Cutout,11/3/72,1972,18,37.76453164,-122.4641068
55354,Ulmus parvifolia :: Chinese Elm,601 Clement St,1,Sidewalk: Curb side : Cutout,11/22/72,1972,10,37.78281148,-122.465691
55488,Platanus x hispanica :: Sycamore: London Plane,635 Steiner St,1,Sidewalk: Curb side : Cutout,11/30/72,1972,12,37.77518445,-122.4328261
55489,Platanus x hispanica :: Sycamore: London Plane,639 Steiner St,1,Sidewalk: Curb side : Cutout,11/30/72,1972,12,37.77525194,-122.4328438
55464,Platanus x hispanica :: Sycamore: London Plane,817 Grove St,1,Sidewalk: Curb side : Cutout,11/30/72,1972,14,37.77682008,-122.4304979
55598,Elaeocarpus decipiens :: Japanese Blueberry Tree,630 43rd Ave,1,Sidewalk: Curb side : Cutout,1/5/73,1973,2,37.77664308,-122.5037614
55603,Olea europaea :: Olive Tree,655 43rd Ave,1,Sidewalk: Curb side : Cutout,1/8/73,1973,2,37.7761849,-122.5038771
55619,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',428 Laurel St,1,Sidewalk: Curb side : Cutout,1/16/73,1973,14,37.78733361,-122.4501398
55625,Acacia melanoxylon :: Blackwood Acacia,2131 Jackson St,1,Sidewalk: Curb side : Cutout,2/6/73,1973,3,37.7929485,-122.4301787
232659,Metrosideros excelsa :: New Zealand Xmas Tree,15 Eugenia Ave,1,Sidewalk: Curb side : Cutout,2/23/73,1973,24,37.74194959,-122.4213988
55830,Podocarpus macrophyllus :: Yew Pine,170 11th Ave,1,Sidewalk: Curb side : Cutout,3/9/73,1973,7,37.78513263,-122.4698681
55795,Metrosideros excelsa :: New Zealand Xmas Tree,2308 35th Ave,1,Sidewalk: Curb side : Cutout,3/28/73,1973,16,37.74387999,-122.4928624
55772,Metrosideros excelsa :: New Zealand Xmas Tree,2334 35th Ave,1,Sidewalk: Curb side : Cutout,3/28/73,1973,13,37.74344692,-122.4928268
55800,Metrosideros excelsa :: New Zealand Xmas Tree,2343 35th Ave,1,Sidewalk: Curb side : Cutout,3/28/73,1973,18,37.74334026,-122.4929773
55846,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2203 Scott St,1,Sidewalk: Curb side : Cutout,3/30/73,1973,21,37.79029968,-122.4392759
55803,Pittosporum undulatum :: Victorian Box,39 Atalaya Ter,1,Sidewalk: Curb side : Cutout,3/30/73,1973,21,37.77598256,-122.4475592
55863,Zelkova serrata :: Sawleaf Zelkova,261 Fair Oaks St,1,Sidewalk: Curb side : Cutout,4/25/73,1973,12,37.75254447,-122.423957
55947,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2209 Scott St,1,Sidewalk: Curb side : Cutout,5/3/73,1973,18,37.79050523,-122.4393122
55892,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3146 Broderick St,1,Sidewalk: Curb side : Cutout,5/8/73,1973,15,37.79948629,-122.4443738
55896,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3305 Broderick St,1,Sidewalk: Curb side : Cutout,5/8/73,1973,22,37.80094868,-122.4448324
209652,Maytenus boaria :: Mayten,542 Moraga St,1,Sidewalk: Curb side : Cutout,5/17/73,1973,10,37.75653473,-122.4686951
55954,Maytenus boaria :: Mayten,3620 Lyon St,1,Sidewalk: Curb side : Cutout,6/1/73,1973,14,37.80442515,-122.4481533
56020,Acacia melanoxylon :: Blackwood Acacia,2580 McAllister St,1,Sidewalk: Curb side : Cutout,6/12/73,1973,11,37.77560728,-122.4545574
56009,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',643 Front St,1,Sidewalk: Curb side : Cutout,6/12/73,1973,14,37.79752598,-122.3997207
56147,Ficus nitida :: Laurel Fig,2311 Scott St,1,Sidewalk: Curb side : Cutout,6/21/73,1973,16,37.79140446,-122.439486
55989,Ulmus parvifolia :: Chinese Elm,653 Arkansas St,1,Sidewalk: Curb side : Cutout,6/22/73,1973,11,37.75801413,-122.3979425
54534,Metrosideros excelsa :: New Zealand Xmas Tree,735 47th Ave,1,Sidewalk: Curb side : Cutout,6/25/73,1973,18,37.77451881,-122.5080569
56160,Callistemon citrinus :: Lemon Bottlebrush,529 16th Ave,1,Sidewalk: Curb side : Cutout,7/2/73,1973,7,37.77803237,-122.4750022
56149,Callistemon viminalis :: Weeping Bottlebrush,426 16th Ave,1,Sidewalk: Curb side : Cutout,7/2/73,1973,18,37.77992572,-122.4749682
56136,Callistemon viminalis :: Weeping Bottlebrush,755 Carolina St,1,Sidewalk: Curb side : Cutout,7/2/73,1973,17,37.75903557,-122.399964
56148,Maytenus boaria :: Mayten,423 16th Ave,1,Sidewalk: Curb side : Cutout,7/2/73,1973,3,37.77998933,-122.4751458
56156,Pyrus kawakamii :: Evergreen Pear,471 16th Ave,1,Sidewalk: Curb side : Cutout,7/2/73,1973,12,37.77914393,-122.4750844
56164,Arbutus 'Marina' :: Hybrid Strawberry Tree,579 16th Ave,1,Sidewalk: Curb side : Cutout,7/3/73,1973,6,37.77713919,-122.4749408
56067,Callistemon citrinus :: Lemon Bottlebrush,491 16th Ave,1,Sidewalk: Curb side : Cutout,7/3/73,1973,8,37.7787995,-122.4750596
56181,Callistemon citrinus :: Lemon Bottlebrush,788 16th Ave,1,Sidewalk: Curb side : Cutout,7/3/73,1973,8,37.77333474,-122.4744877
56139,Myrica californica :: Pacific Wax Myrtle Tree,785 Carolina St,1,Sidewalk: Curb side : Cutout,7/3/73,1973,9,37.75869046,-122.3999486
56273,Fraxinus uhdei :: Shamel Ash: Evergreen Ash,44 Liberty St,1,Sidewalk: Curb side : Cutout,7/31/73,1973,28,37.75771465,-122.4221597
56281,Olea europaea :: Olive Tree,318 12th Ave,1,Sidewalk: Curb side : Cutout,7/31/73,1973,10,37.78223059,-122.4707406
56296,Corymbia ficifolia :: Red Flowering Gum,153 06th Ave,1,Sidewalk: Curb side : Cutout,8/15/73,1973,19,37.78555669,-122.4646972
56303,Pittosporum undulatum :: Victorian Box,135 09th Ave,1,Sidewalk: Curb side : Cutout,8/15/73,1973,14,37.78581739,-122.4679354
56305,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,147 09th Ave,1,Sidewalk: Curb side : Cutout,8/15/73,1973,6,37.7856398,-122.4679196
56315,Callistemon citrinus :: Lemon Bottlebrush,234 09th Ave,1,Sidewalk: Curb side : Cutout,8/16/73,1973,12,37.78395039,-122.4676401
56313,Fraxinus spp :: Ash Spp,229 09th Ave,1,Sidewalk: Curb side : Cutout,8/16/73,1973,12,37.78401,-122.4678035
56403,Olea europaea :: Olive Tree,231 12th Ave,1,Sidewalk: Curb side : Cutout,8/16/73,1973,13,37.78394414,-122.471021
56318,Olea europaea :: Olive Tree,246 09th Ave,1,Sidewalk: Curb side : Cutout,8/16/73,1973,9,37.78374719,-122.4676253
56386,Callistemon citrinus :: Lemon Bottlebrush,1310 Thomas Ave,1,Sidewalk: Curb side : Cutout,8/17/73,1973,13,37.72746446,-122.3858928
56389,Callistemon citrinus :: Lemon Bottlebrush,1338 Thomas Ave,1,Sidewalk: Curb side : Cutout,8/17/73,1973,14,37.72772495,-122.386351
56392,Callistemon citrinus :: Lemon Bottlebrush,1363 Thomas Ave,1,Sidewalk: Curb side : Cutout,8/17/73,1973,9,37.72779703,-122.3868576
53513,Callistemon citrinus :: Lemon Bottlebrush,1370 Thomas Ave,1,Sidewalk: Curb side : Cutout,8/17/73,1973,11,37.72805893,-122.3869443
56426,Callistemon citrinus :: Lemon Bottlebrush,292 18th Ave,1,Sidewalk: Curb side : Cutout,8/20/73,1973,7,37.78256884,-122.477313
56411,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',118 18th Ave,1,Sidewalk: Curb side : Cutout,8/20/73,1973,14,37.78564138,-122.4775333
56417,Ligustrum lucidum :: Glossy Privet,222 18th Ave,1,Sidewalk: Curb side : Cutout,8/20/73,1973,10,37.78377289,-122.4773955
56423,Metrosideros excelsa :: New Zealand Xmas Tree,275 18th Ave,1,Sidewalk: Curb side : Cutout,8/20/73,1973,22,37.78281915,-122.4774966
56340,Metrosideros excelsa :: New Zealand Xmas Tree,393 26th Ave,1,Sidewalk: Curb side : Cutout,8/20/73,1973,11,37.78210611,-122.4860404
56433,Metrosideros excelsa :: New Zealand Xmas Tree,711 36th Ave,1,Sidewalk: Curb side : Cutout,8/21/73,1973,18,37.77549201,-122.4963018
56360,Geijera parviflora :: Australian Willow,2100 Divisadero St,1,Sidewalk: Curb side : Cutout,10/18/73,1973,30,37.78900248,-122.4405278
56853,Ceratonia siliqua :: Carob,245 Vienna St,1,Sidewalk: Curb side : Cutout,8/1/74,1974,10,37.72436528,-122.4274297
56856,Olea europaea :: Olive Tree,183 Vienna St,1,Sidewalk: Curb side : Cutout,8/6/74,1974,9,37.72542632,-122.4266404
56861,Metrosideros excelsa :: New Zealand Xmas Tree,2601 Noriega St,1,Sidewalk: Curb side : Cutout,8/7/74,1974,12,37.75347337,-122.4916962
56860,Metrosideros excelsa :: New Zealand Xmas Tree,2650 Noriega St,1,Sidewalk: Curb side : Cutout,8/7/74,1974,12,37.75365784,-122.492206
56918,Pyrus calleryana 'Bradford' :: Ornamental Pear: Bradford,757 Athens St,1,Sidewalk: Curb side : Cutout,8/14/74,1974,8,37.71610628,-122.4325277
56928,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',990 Greenwich St,1,Sidewalk: Curb side : Cutout,8/15/74,1974,22,37.80158032,-122.415819
56926,Ficus retusa nitida :: Banyan Fig,419 Broderick St,1,Sidewalk: Curb side : Cutout,8/15/74,1974,13,37.77420034,-122.4394385
30358,Ulmus parvifolia :: Chinese Elm,657 Arkansas St,1,Sidewalk: Curb side : Cutout,8/15/74,1974,14,37.7579623,-122.3979308
56947,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,690 Arkansas St,1,Sidewalk: Curb side : Cutout,8/27/74,1974,5,37.75754214,-122.3980897
57049,Metrosideros excelsa :: New Zealand Xmas Tree,507 46th Ave,1,Sidewalk: Curb side : Cutout,8/27/74,1974,34,37.77877215,-122.5072958
57057,Platanus x hispanica :: Sycamore: London Plane,2106 Scott St,1,Sidewalk: Curb side : Cutout,10/2/74,1974,24,37.78929608,-122.4388869
57018,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,73 Henry St,1,Sidewalk: Curb side : Cutout,10/16/74,1974,3,37.76662831,-122.4327056
57060,Corymbia ficifolia :: Red Flowering Gum,1969 Turk St,1,Sidewalk: Curb side : Cutout,10/22/74,1974,23,37.77924048,-122.4415518
57084,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',720 Arkansas St,1,Sidewalk: Curb side : Cutout,10/22/74,1974,10,37.75705889,-122.3980087
57082,Platanus x hispanica :: Sycamore: London Plane,111 10th Ave,1,Sidewalk: Curb side : Cutout,10/22/74,1974,16,37.78619814,-122.4690375
57075,Prunus cerasifera :: Cherry Plum,972 Minnesota St,1,Sidewalk: Curb side : Cutout,10/22/74,1974,10,37.75823464,-122.3903465
57068,Ulmus parvifolia :: Chinese Elm,918 Minnesota St,1,Sidewalk: Curb side : Cutout,10/22/74,1974,15,37.75898996,-122.3904249
57073,Ulmus parvifolia :: Chinese Elm,958 Minnesota St,1,Sidewalk: Curb side : Cutout,10/22/74,1974,17,37.75841952,-122.3903793
57140,Corymbia ficifolia :: Red Flowering Gum,3224 23rd St,1,Sidewalk: Curb side : Cutout,10/23/74,1974,22,37.75404483,-122.4173773
57108,Ficus nitida :: Laurel Fig,280 Chattanooga St,1,Sidewalk: Curb side : Cutout,10/23/74,1974,24,37.75208799,-122.426452
57139,Pittosporum undulatum :: Victorian Box,563 Moscow St,1,Sidewalk: Curb side : Cutout,10/23/74,1974,8,37.71870561,-122.4294645
57166,Leptospermum scoparium 'Ruby Glow' :: New Zealand Ruby Glow Tea Tree,196 27th St,1,Sidewalk: Curb side : Cutout,10/26/74,1974,4,37.7471114,-122.4245831
57164,Pittosporum undulatum :: Victorian Box,2989 Jackson St,1,Sidewalk: Curb side : Cutout,10/26/74,1974,15,37.79116984,-122.4443019
